"scaffold","start","end","mid","sites","pi_S_HUE_T","pi_S_COT_S","dxy_S_HUE_T_S_COT_S","Fst_S_HUE_T_S_COT_S","S_S_HUE_T_egg","S_S_COT_S_egg","Pi_S_HUE_T_egg","Pi_S_COT_S_egg","thetaW_S_HUE_T_egg","thetaW_S_COT_S_egg","D_S_HUE_T_egg","D_S_COT_S_egg","lseff_S_HUE_T_egg","lseff_S_COT_S_egg","FstWC_S_HUE_T_S_COT_S_egg","Dxy_S_HUE_T_S_COT_S_egg","lseff_S_HUE_T_S_COT_S_egg","col"
"CM008233.1_RagTag",39900001,39950000,39924558,15192,0.076,0.0755,0.078,0.0158,"3110","3141","1038.5857","1014.4524","1099.3407","1110.2988","-0.2776","-0.4336",14257,14008,"0.0279","0.0734",12876,"#020000"
"CM008233.1_RagTag",39950001,40000000,39975545,15391,0.0788,0.0754,0.0777,0.0042,"3366","3318","1120.4198","1067.4548","1189.8331","1172.8658","-0.293","-0.4514",14820,14963,"0.0052","0.0733",13704,"#000000"
"CM008233.1_RagTag",40000001,40050000,40024859,15661,0.0804,0.0787,0.0815,0.0129,"3458","3458","1145.5262","1124.5905","1222.3538","1222.3538","-0.3157","-0.4017",14925,14857,"0.0216","0.0762",13688,"#020000"
"CM008233.1_RagTag",40050001,40100000,40071643,12180,0.076,0.0734,0.0766,0.0133,"2418","2318","796.2397","741.6929","854.7286","819.38","-0.3436","-0.4761",10995,10573,"0.0238","0.0717",9433,"#020000"
"CM008233.1_RagTag",40100001,40150000,40127046,15988,0.0651,0.068,0.0681,0.012,"2235","2398","759.6817","757.9944","790.0407","847.6589","-0.193","-0.5312",12073,11651,"0.0173","0.0683",9541,"#020000"
"CM008233.1_RagTag",40150001,40200000,40174813,17221,0.0796,0.0772,0.0804,0.0133,"3538","3441","1194.4056","1142.1048","1250.6326","1216.3445","-0.2258","-0.3066",15530,15602,"0.0234","0.0752",13253,"#020000"
"CM008233.1_RagTag",40200001,40250000,40224973,16253,0.0842,0.0889,0.0885,0.0122,"3655","3813","1228.1111","1272.7865","1291.9905","1347.8412","-0.2483","-0.2797",15188,15070,"0.0243","0.0846",13357,"#020000"
"CM008233.1_RagTag",40250001,40300000,40276857,13586,0.0721,0.0759,0.0756,0.0112,"2666","2737","884.2611","904.6373","942.393","967.4905","-0.3098","-0.3263",12719,12424,"0.0156","0.0717",11001,"#020000"
"CM008233.1_RagTag",40300001,40350000,40325040,17539,0.0767,0.079,0.0796,0.0115,"3470","3548","1152.8079","1165.4595","1226.5956","1254.1675","-0.3021","-0.3553",15842,15626,"0.0175","0.0762",13847,"#020000"
"CM008233.1_RagTag",40350001,40400000,40375053,18035,0.0694,0.0692,0.0725,0.0238,"2488","2743","825.9119","889.4167","879.4726","969.6114","-0.3058","-0.4154",12297,13537,"0.0337","0.0721",9943,"#050000"
"CM008233.1_RagTag",40400001,40450000,40424701,14462,0.0845,0.0861,0.0868,0.009,"3217","3281","1073.5238","1086.4913","1137.1637","1159.7868","-0.2811","-0.3174",13359,13196,"0.0155","0.0808",11636,"#020000"
"CM008233.1_RagTag",40450001,40500000,40471454,13473,0.0817,0.0852,0.0843,0.0051,"2919","3048","975.1111","1019.681","1031.8249","1077.4246","-0.276","-0.2692",12602,12498,"0.0078","0.0794",11156,"#000000"
"CM008233.1_RagTag",40500001,40550000,40525036,16834,0.0679,0.0698,0.0697,0.0066,"2945","3179","985.5754","1008.1992","1041.0156","1123.7312","-0.2675","-0.5164",15094,15198,"0.0094","0.0682",12965,"#000000"
"CM008233.1_RagTag",40550001,40600000,40574768,17221,0.0662,0.0692,0.0714,0.0278,"2478","2608","859.7706","847.5294","875.9377","921.8909","-0.0927","-0.4051",13454,12629,"0.0377","0.0707",11190,"#070000"
"CM008233.1_RagTag",40600001,40650000,40624144,12484,0.0627,0.0662,0.0657,0.0103,"2080","2390","744.8437","772.7659","735.2504","844.831","0.0655","-0.4284",12337,12295,"0.0164","0.0617",11696,"#020000"
"CM008233.1_RagTag",40650001,40700000,40675366,15456,0.0673,0.0712,0.0716,0.0179,"2644","2836","895.4889","933.5881","934.6164","1002.4856","-0.2102","-0.3452",13875,13632,"0.0316","0.0681",11914,"#050000"
"CM008233.1_RagTag",40700001,40750000,40724929,16113,0.0651,0.0646,0.0667,0.0149,"2441","2392","823.9556","800.073","862.8587","845.5379","-0.2264","-0.27",12952,12714,"0.0287","0.0641",10969,"#020000"
"CM008233.1_RagTag",40750001,40800000,40776117,13664,0.0645,0.066,0.0678,0.0204,"1803","1954","630.7952","627.25","637.3348","690.7112","-0.0515","-0.4613",10105,9893,"0.0304","0.0649",8903,"#050000"
"CM008233.1_RagTag",40800001,40850000,40823683,12165,0.0582,0.0615,0.0614,0.0134,"1931","2166","671.6262","703.5302","682.581","765.6502","-0.0806","-0.4074",11973,11941,"0.0249","0.0573",11619,"#020000"
"CM008233.1_RagTag",40850001,40900000,40875569,12221,0.0784,0.0817,0.0824,0.0151,"2605","2847","903.5683","916.173","920.8304","1006.374","-0.0941","-0.4501",11833,11635,"0.03","0.0772",10886,"#020000"
"CM008233.1_RagTag",40900001,40950000,40925114,15989,0.079,0.0768,0.0813,0.0228,"3013","3135","1077.2349","1039.4984","1065.0526","1108.1779","0.0574","-0.3113",13988,13991,"0.0367","0.0775",12812,"#050000"
"CM008233.1_RagTag",40950001,41000000,40976833,12169,0.057,0.0587,0.0596,0.0155,"1812","2030","665.5048","681.2159","640.5162","717.5761","0.1959","-0.2544",11954,11947,"0.0299","0.0569",11019,"#020000"
"CM008233.1_RagTag",41000001,41050000,41024366,16802,0.08,0.0822,0.0869,0.0363,"2893","2957","1003.7302","993.419","1022.6343","1045.2574","-0.0928","-0.2491",12806,12584,"0.0546","0.0834",10482,"#0A0000"
"CM008233.1_RagTag",41050001,41100000,41074788,15646,0.0805,0.0862,0.0879,0.0278,"3059","3460","1093.6278","1146.2762","1081.3129","1223.0607","0.0572","-0.3153",14109,13835,"0.0503","0.0825",12372,"#070000"
"CM008233.1_RagTag",41100001,41150000,41124785,16645,0.0838,0.0848,0.0856,0.0079,"3409","3614","1188.4563","1185.504","1205.033","1277.4975","-0.0691","-0.3617",14835,14573,"0.0131","0.0809",12656,"#000000"
"CM008233.1_RagTag",41150001,41200000,41175287,14569,0.0629,0.0625,0.0649,0.0179,"2236","2357","752.5238","753.5667","790.3942","833.1659","-0.2406","-0.4798",12261,12273,"0.034","0.0645",10383,"#050000"
"CM008233.1_RagTag",41200001,41250000,41225287,11891,0.0616,0.0669,0.0675,0.026,"2028","2295","705.581","753.4754","716.8691","811.2498","-0.0791","-0.3576",11691,11687,"0.0484","0.0628",10957,"#070000"
"CM008233.1_RagTag",41250001,41300000,41274811,13152,0.0797,0.0823,0.082,0.007,"2719","2926","932.8206","965.981","961.1278","1034.2993","-0.1479","-0.3317",12355,12166,"0.0164","0.0749",11012,"#000000"
"CM008233.1_RagTag",41300001,41350000,41325726,14256,0.0816,0.0847,0.0849,0.011,"3084","3448","1081.8206","1108.4294","1090.1501","1218.8189","-0.0384","-0.4549",13729,13772,"0.0198","0.0792",12794,"#020000"
"CM008233.1_RagTag",41350001,41400000,41374410,14072,0.0771,0.0804,0.0797,0.0061,"2955","3152","987.2937","1019.1794","1044.5504","1114.1871","-0.2753","-0.4283",13286,13265,"0.01","0.0764",11799,"#000000"
"CM008233.1_RagTag",41400001,41450000,41424318,15810,0.0748,0.0792,0.0791,0.014,"3158","3408","1076.0563","1123.1048","1116.308","1204.6795","-0.1811","-0.3401",14741,14862,"0.0254","0.0742",12878,"#020000"
"CM008233.1_RagTag",41450001,41500000,41475245,17190,0.0748,0.077,0.0779,0.0137,"2656","2884","905.4817","951.2056","938.8582","1019.4529","-0.1785","-0.3362",12568,12854,"0.0185","0.0755",10600,"#020000"
"CM008233.1_RagTag",41500001,41550000,41525132,15249,0.0587,0.0625,0.0611,0.0045,"2002","2085","660.7754","665.9405","707.6785","737.0178","-0.3328","-0.4843",11669,10952,"0.0049","0.0617",8942,"#000000"
"CM008233.1_RagTag",41550001,41600000,41575597,14698,0.0761,0.0768,0.0775,0.0067,"2982","3177","998.9548","1015.6619","1054.0945","1123.0243","-0.2627","-0.4802",13777,13873,"0.0103","0.0737",12238,"#000000"
"CM008233.1_RagTag",41600001,41650000,41626467,14599,0.0749,0.0718,0.0741,0.0053,"2807","2837","939.5373","915.627","992.2345","1002.8391","-0.2667","-0.4368",12987,13299,"0.0054","0.07",11655,"#000000"
"CM008233.1_RagTag",41650001,41700000,41675257,15359,0.08,0.0796,0.0828,0.0195,"3001","3196","1032.7897","1039.2095","1060.8108","1129.7405","-0.1327","-0.4025",13511,13783,"0.0348","0.0779",12017,"#050000"
"CM008233.1_RagTag",41700001,41750000,41724957,14012,0.0685,0.0658,0.0687,0.0121,"2535","2591","875.7603","829.9214","896.0864","915.8816","-0.1139","-0.4713",13327,13272,"0.0177","0.0642",12256,"#020000"
"CM008233.1_RagTag",41750001,41800000,41774924,15571,0.0731,0.0741,0.0748,0.0087,"2873","2836","973.1595","941.6944","1015.5646","1002.4856","-0.2097","-0.3046",13621,13213,"0.0114","0.0713",11651,"#020000"
"CM008233.1_RagTag",41800001,41850000,41826091,15838,0.0738,0.0742,0.0754,0.0101,"2994","3031","1018.5611","998.4048","1058.3364","1071.4153","-0.1888","-0.3422",14400,14026,"0.0175","0.0728",11767,"#020000"
"CM008233.1_RagTag",41850001,41900000,41876145,15237,0.0643,0.0664,0.0673,0.0155,"2483","2791","866.5214","917.5349","877.7051","986.5788","-0.064","-0.3515",13776,14359,"0.0276","0.064",12481,"#020000"
"CM008233.1_RagTag",41900001,41950000,41925020,16091,0.0779,0.0822,0.0804,0.0021,"3208","3529","1119.531","1164.6635","1133.9823","1247.4513","-0.064","-0.3333",14924,14846,"0.0017","0.0749",12823,"#000000"
"CM008233.1_RagTag",41950001,42000000,41976034,17413,0.062,0.0681,0.0685,0.0268,"2619","2958","882.0056","955.2817","925.7792","1045.6109","-0.2375","-0.4339",14757,14577,"0.0525","0.0652",12815,"#070000"
"CM008233.1_RagTag",42000001,42050000,42025374,15676,0.0687,0.0709,0.0721,0.0168,"2753","2970","939.381","984.4738","973.1463","1049.8527","-0.1743","-0.3128",13943,14496,"0.0291","0.0688",12565,"#050000"
"CM008233.1_RagTag",42050001,42100000,42075485,17475,0.0669,0.0719,0.0717,0.0171,"2865","3019","992.7992","1000.2238","1012.7367","1067.1735","-0.0989","-0.3151",15560,14437,"0.0206","0.0705",12004,"#050000"
"CM008233.1_RagTag",42100001,42150000,42122313,10287,0.0485,0.0538,0.0563,0.0501,"1254","1475","429.4706","476.7397","443.2711","521.3915","-0.1563","-0.4299",9044,8991,"0.0936","0.0545",8488,"#0F0000"
"CM008233.1_RagTag",42150001,42200000,42177461,13107,0.0645,0.0643,0.0656,0.0098,"2167","2276","741.8968","751.2397","766.0036","804.5336","-0.158","-0.3326",11919,12321,"0.0176","0.0623",11179,"#020000"
"CM008233.1_RagTag",42200001,42250000,42225667,13027,0.0531,0.058,0.0573,0.0165,"1874","2063","638.9365","686.9032","662.4323","729.2411","-0.1781","-0.2915",12499,12403,"0.0316","0.0538",11779,"#050000"
"CM008233.1_RagTag",42250001,42300000,42273168,16943,0.0617,0.0627,0.0629,0.0059,"2445","2665","823.2349","861.7024","864.2727","942.0396","-0.2384","-0.4283",13624,14349,"0.0061","0.0603",10979,"#000000"
"CM008233.1_RagTag",42300001,42350000,42327399,12912,0.0572,0.0574,0.0598,0.0227,"1977","2014","677.6103","670.1111","698.8414","711.9203","-0.1525","-0.2949",12162,12025,"0.0398","0.0572",11118,"#050000"
"CM008233.1_RagTag",42350001,42400000,42373358,15151,0.0485,0.0513,0.0495,0,"1724","1844","536.781","561.9111","609.4095","651.8277","-0.5984","-0.6926",11237,11078,"-0.012","0.0522",8337,"#000000"
"CM008233.1_RagTag",42400001,42450000,42425378,17109,0.0471,0.0637,0.0638,0.0741,"1868","2643","672.5151","930.8286","660.3114","934.2629","0.0928","-0.0185",14843,15176,"0.1382","0.0621",12573,"#170000"
"CM008233.1_RagTag",42450001,42500000,42475351,16678,0.0627,0.0763,0.0727,0.0238,"2852","3426","938.6556","1139.8079","1008.1414","1211.0422","-0.3462","-0.2954",15339,15536,"0.0408","0.0693",13277,"#050000"
"CM008233.1_RagTag",42500001,42550000,42524082,18115,0.0654,0.0586,0.0636,0.0135,"2671","2684","871.5317","852.5508","944.1605","948.7558","-0.3863","-0.5092",13884,15114,"0.021","0.0645",11585,"#020000"
"CM008233.1_RagTag",42550001,42600000,42564728,6363,0.0396,0.0262,0.0332,0.0049,"226","188","66.0357","58.2579","83.1537","69.1721","-1.0705","-0.8195",1541,2194,"0.0558","0.0609",576,"#000000"
"CM008233.1_RagTag",42600001,42650000,42631445,13728,0.0712,0.074,0.0737,0.0081,"2298","2398","822.704","824.6238","812.3103","847.6589","0.0643","-0.1365",12223,11510,"0.0052","0.0717",9593,"#020000"
"CM008233.1_RagTag",42650001,42700000,42675348,18087,0.0836,0.0839,0.0869,0.0196,"3577","3586","1223.9825","1225.2167","1264.4186","1267.5999","-0.1606","-0.1679",15281,15293,"0.0194","0.0817",12882,"#050000"
"CM008233.1_RagTag",42700001,42750000,42725326,18102,0.0696,0.0723,0.0736,0.0191,"2769","2932","932.4381","973.8802","978.8021","1036.4203","-0.2379","-0.3031",13869,14028,"0.0275","0.0703",11217,"#050000"
"CM008233.1_RagTag",42750001,42800000,42774934,18004,0.0687,0.0673,0.0688,0.0062,"3210","3087","1054.6944","989.2556","1134.6893","1091.2105","-0.3541","-0.4693",16014,15289,"0.0112","0.0666",13041,"#000000"
"CM008233.1_RagTag",42800001,42850000,42826230,18931,0.0723,0.0774,0.0757,0.0062,"3597","3754","1187.8889","1222.2611","1271.4883","1326.9856","-0.3302","-0.3964",17061,16829,"0.0127","0.0721",14385,"#000000"
"CM008233.1_RagTag",42850001,42900000,42874256,18177,0.0806,0.0758,0.0781,0,"3656","3534","1224.1032","1176.2183","1292.3439","1249.2187","-0.2652","-0.2935",16030,16231,"-0.0048","0.0744",13517,"#000000"
"CM008233.1_RagTag",42900001,42950000,42926069,17889,0.0737,0.0749,0.0764,0.0149,"3334","3357","1108.6619","1135.2294","1178.5215","1186.6517","-0.2977","-0.2177",15882,15652,"0.0158","0.0719",12784,"#020000"
"CM008233.1_RagTag",42950001,43000000,42974380,18398,0.0763,0.0796,0.0814,0.0226,"3328","3547","1126.0143","1172.8516","1176.4006","1253.814","-0.2151","-0.3243",15318,15314,"0.0341","0.0758",12570,"#050000"
"CM008233.1_RagTag",43000001,43050000,43024861,18545,0.0712,0.0693,0.0712,0.0066,"3286","3124","1057.9024","1029.5746","1161.5542","1104.2895","-0.4482","-0.3398",15614,15709,"0.0065","0.0687",11540,"#000000"
"CM008233.1_RagTag",43050001,43100000,43075384,18410,0.0761,0.0781,0.0793,0.0149,"3406","3608","1180.8143","1197.8167","1203.9725","1275.3766","-0.0966","-0.3055",16156,16048,"0.0205","0.0776",12992,"#020000"
"CM008233.1_RagTag",43100001,43150000,43124663,19000,0.0665,0.0701,0.0691,0.0064,"2874","2957","948.6802","964.6238","1015.9181","1045.2574","-0.3324","-0.3874",14912,14128,"0.0004","0.0663",11646,"#000000"
"CM008233.1_RagTag",43150001,43200000,43175357,19323,0.0784,0.0794,0.079,4e-04,"3472","3364","1202.6151","1160.9627","1227.3026","1189.1261","-0.101","-0.119",15853,14939,"-0.0077","0.078",12631,"#000000"
"CM008233.1_RagTag",43200001,43250000,43225236,18500,0.0753,0.0765,0.079,0.0211,"3361","3407","1152.0738","1146.3556","1188.0656","1204.326","-0.1522","-0.2418",15744,15679,"0.0374","0.0756",13724,"#050000"
"CM008233.1_RagTag",43250001,43300000,43274827,16673,0.0831,0.0838,0.0824,0,"3646","3701","1243.8627","1254.0111","1288.8091","1308.2508","-0.1752","-0.2082",15632,15590,"-0.0157","0.0789",14093,"#000000"
"CM008233.1_RagTag",43300001,43350000,43324316,16025,0.0831,0.0853,0.086,0.0109,"2855","2896","1036.3071","1059.8929","1009.2019","1023.6948","0.1349","0.1776",12867,12913,"0.0136","0.0841",11256,"#020000"
"CM008233.1_RagTag",43350001,43400000,43375606,11972,0.0527,0.0486,0.0504,0,"1397","1222","483.0802","440.8357","493.8196","431.9596","-0.1092","0.1031",9266,9111,"-0.0021","0.0481",8313,"#000000"
"CM008233.1_RagTag",43400001,43450000,43424930,13339,0.0665,0.066,0.0667,0.004,"2341","2194","810.3698","798.6397","827.5102","775.5478","-0.104","0.1495",12437,12339,"0.0082","0.0653",11450,"#000000"
"CM008233.1_RagTag",43450001,43500000,43475684,17642,0.0802,0.072,0.0768,0.0046,"3385","3032","1202.2032","1099.6548","1196.5493","1071.7688","0.0237","0.1307",15620,15908,"0.0035","0.074",13728,"#000000"
"CM008233.1_RagTag",43500001,43550000,43525178,15830,0.0732,0.0724,0.0741,0.0094,"3035","3016","1025.254","1004.3397","1072.8293","1066.1131","-0.2227","-0.291",14542,14376,"0.0147","0.0701",12804,"#020000"
"CM008233.1_RagTag",43550001,43600000,43575025,16891,0.0581,0.0616,0.0602,0.0033,"2491","2524","804.6198","830.6571","880.533","892.1981","-0.433","-0.3464",14351,13966,"0.0017","0.0597",11777,"#000000"
"CM008233.1_RagTag",43600001,43650000,43624106,13494,0.0582,0.0552,0.0574,0.0068,"2084","2064","712.0262","670.5349","736.6643","729.5946","-0.1679","-0.4065",12791,12582,"0.0135","0.0554",11551,"#000000"
"CM008233.1_RagTag",43650001,43700000,43675234,15080,0.0705,0.0727,0.0758,0.0299,"2745","2729","949.9897","965.6627","970.3184","964.6626","-0.1052","0.0052",13798,13735,"0.0487","0.0706",11626,"#070000"
"CM008233.1_RagTag",43700001,43750000,43725097,17689,0.0627,0.0715,0.0699,0.0213,"2390","2626","826.296","897.5651","844.831","928.2536","-0.1102","-0.166",13691,13100,"0.0225","0.0704",9893,"#050000"
"CM008233.1_RagTag",43750001,43800000,43774579,17668,0.0696,0.0659,0.0711,0.025,"3061","2863","1034.454","956.5071","1082.0199","1012.0297","-0.2208","-0.2755",15377,14809,"0.0345","0.0667",11727,"#070000"
"CM008233.1_RagTag",43800001,43850000,43824447,16811,0.0764,0.0776,0.078,0.0066,"3027","3001","1036.5651","1042.9849","1070.0014","1060.8108","-0.1569","-0.0844",13866,14005,"0.0093","0.0752",11702,"#000000"
"CM008233.1_RagTag",43850001,43900000,43873635,14896,0.0584,0.0612,0.0618,0.0175,"2167","2399","720.4389","813.3738","766.0036","848.0123","-0.2987","-0.2051",12378,13689,"0.0265","0.0606",11346,"#050000"
"CM008233.1_RagTag",43900001,43950000,43923181,12577,0.0588,0.0651,0.0624,0.0037,"1254","1438","436.8738","479.919","443.2711","508.3125","-0.0724","-0.2804",7570,7611,"0.0045","0.0594",6443,"#000000"
"CM008233.1_RagTag",43950001,44000000,43976473,14463,0.0804,0.0849,0.0817,0,"2754","2831","1010.1103","1002.3635","973.4998","1000.7182","0.1889","0.0083",12772,12157,"-0.0198","0.0806",11039,"#000000"
"CM008233.1_RagTag",44000001,44050000,44023904,16445,0.0602,0.0599,0.0602,0.001,"1905","2091","700.2579","707.2349","673.3904","739.1387","0.2003","-0.2167",11782,12332,"0.0009","0.061",9617,"#000000"
"CM008233.1_RagTag",44050001,44100000,44072128,13486,0.0582,0.0554,0.0574,0.0057,"2107","2056","713.8611","672.6254","744.7945","726.7667","-0.2086","-0.3741",12423,12387,"0.0048","0.0562",10649,"#000000"
"CM008233.1_RagTag",44100001,44150000,44125803,12627,0.0461,0.0494,0.0481,0.004,"1697","1914","562.5698","594.0238","599.8653","676.5717","-0.3121","-0.6126",12455,12394,"0.0066","0.0454",11828,"#000000"
"CM008233.1_RagTag",44150001,44200000,44174512,19692,0.0694,0.0693,0.0715,0.0164,"3045","3132","1088.5976","1070.1016","1076.3641","1107.1174","0.0571","-0.1679",16190,15924,"0.0177","0.0704",11872,"#050000"
"CM008233.1_RagTag",44200001,44250000,44223508,18248,0.0678,0.0708,0.0729,0.0268,"2814","3022","974.954","988.5365","994.7089","1068.234","-0.0997","-0.3747",14930,14610,"0.0464","0.0711",12039,"#070000"
"CM008233.1_RagTag",44250001,44300000,44274880,18268,0.0651,0.0706,0.0697,0.0142,"2837","3045","946.2317","1022.8571","1002.8391","1076.3641","-0.2835","-0.2497",15252,15060,"0.017","0.068",12120,"#020000"
"CM008233.1_RagTag",44300001,44350000,44321886,8120,0.0335,0.0233,0.0302,0.0322,"255","152","83.0151","43.9643","93.8239","55.9264","-0.5995","-1.1092",2129,1636,"0.1023","0.0578",234,"#0A0000"
"CM008233.1_RagTag",44350001,44400000,44377180,13832,0.0693,0.0678,0.0687,0.0011,"2315","2259","796.1802","782.2556","818.3195","798.5243","-0.1359","-0.1023",11880,11885,"-0.0022","0.0664",10509,"#000000"
"CM008233.1_RagTag",44400001,44450000,44424916,13655,0.0652,0.0732,0.0719,0.02,"2305","2722","801.719","918.0619","814.7847","962.1882","-0.0805","-0.2303",12615,12985,"0.0361","0.0681",11149,"#050000"
"CM008233.1_RagTag",44450001,44500000,44474536,13487,0.0552,0.0609,0.0607,0.0231,"2007","2155","675.4659","711.3119","709.4459","761.7618","-0.2405","-0.3326",12563,12061,"0.0425","0.0582",11012,"#050000"
"CM008233.1_RagTag",44500001,44550000,44525682,16649,0.0668,0.0733,0.0754,0.0386,"2719","3131","931.7762","1062.9563","961.1278","1106.7639","-0.1534","-0.1988",14543,15314,"0.0606","0.0703",12907,"#0A0000"
"CM008233.1_RagTag",44550001,44600000,44574827,17904,0.0715,0.0702,0.0742,0.0246,"2933","3085","1054.0976","1043.4611","1036.7737","1090.5036","0.0839","-0.2167",15333,15449,"0.0358","0.0712",12350,"#070000"
"CM008233.1_RagTag",44600001,44650000,44624973,17599,0.0708,0.0676,0.0692,0,"3093","3055","1049.0452","1024.1992","1093.3315","1079.899","-0.2034","-0.2591",15416,15820,"-0.0068","0.0677",13102,"#000000"
"CM008233.1_RagTag",44650001,44700000,44674823,17030,0.0747,0.0752,0.0756,0.0043,"3301","3341","1136.6587","1127.269","1166.8565","1180.9959","-0.13","-0.2285",15706,15601,"0.0124","0.0705",13260,"#000000"
"CM008233.1_RagTag",44700001,44750000,44725905,17346,0.0675,0.0692,0.0703,0.0148,"2809","3110","950.4452","1009.3016","992.9415","1099.3407","-0.2149","-0.4114",14696,15130,"0.0305","0.0664",11755,"#020000"
"CM008233.1_RagTag",44750001,44800000,44775282,20533,0.0717,0.0697,0.0713,0.0046,"2891","2916","1045.7905","1018.2635","1021.9273","1030.7645","0.1173","-0.0609",14951,14780,"-0.0023","0.0687",10892,"#000000"
"CM008233.1_RagTag",44800001,44850000,44825263,18394,0.0624,0.0621,0.0635,0.0109,"2475","2531","842.1881","828.2833","874.8773","894.6725","-0.1876","-0.3727",14281,13728,"0.0128","0.0617",10748,"#020000"
