# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "12" "-p" "--countReadPairs" "-B" "-C" "-t" "exon" "-g" "gene_id" "-a" "/scratch/leuven/357/vsc35707/annotation/func-annotation/results/08_minimal_annotation/braker.minimal.annotated.gtf" "-o" "/scratch/leuven/357/vsc35707/rna-seq/counts/gene_counts.txt" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam
g4624	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1639575;1639915;1640126;1640417;1640886;1641200;1641541;1641758;1642040;1642190;1642427;1642621;1642817;1643557;1643928	1639856;1640067;1640355;1640563;1641135;1641477;1641700;1641985;1642131;1642367;1642570;1642763;1642996;1643724;1644177	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2883	3920	5549	9604	7957	6878	11008	9613	8232	12041	9569	12368	13859
g4625	CHR3	1664574	1665599	-	1026	215	607	640	353	416	611	372	744	550	496	693	548
g4626	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1700042;1705034;1705267;1705634;1708927;1709251;1709994;1710269;1710505;1711450;1712159;1712313	1700149;1705195;1705570;1705710;1709190;1709937;1710212;1710447;1711394;1711971;1712239;1712359	-;-;-;-;-;-;-;-;-;-;-;-	3540	1625	2688	2934	2013	2424	2193	1183	1838	1005	1593	1411	1549
g4627	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1712781;1713156;1713391;1713765;1714341;1714648;1714851;1715119	1713100;1713334;1713705;1714284;1714589;1714796;1715061;1715194	-;-;-;-;-;-;-;-	2019	1190	761	1210	874	977	721	1208	1115	682	739	1154	575
g4628	CHR3;CHR3;CHR3;CHR3	1716093;1716403;1716682;1716922	1716341;1716622;1716861;1717094	-;-;-;-	822	726	438	490	428	326	369	481	405	379	558	555	519
g4629	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1717698;1717912;1721675;1722177;1722423;1724235	1717847;1718272;1721843;1722358;1722652;1724417	+;+;+;+;+;+	1275	58	83	42	26	44	39	41	69	69	38	68	26
g4630	CHR3;CHR3;CHR3;CHR3	1727558;1728230;1728492;1729210	1727713;1728427;1728723;1729253	+;+;+;+	630	15556	8892	15372	16840	14107	15652	4306	6984	5046	8411	5165	5749
g4631	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1731517;1733482;1733738;1733983;1734290;1735179;1735306;1735642;1735946	1731673;1733679;1733923;1734055;1734701;1735247;1735474;1735821;1736190	+;+;+;+;+;+;+;+;+	1689	3457	3886	3748	3091	3674	1598	52	54	25	65	72	32
g4632	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1737103;1737370;1737624;1738071;1738674;1738923	1737307;1737567;1738000;1738611;1738859;1739098	+;+;+;+;+;+	1683	867549	1592322	768114	1181123	1024394	1005754	529760	688328	696158	1006334	778347	621743
g4633	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1739677;1739831;1740115;1740366;1740654;1740889;1741173	1739780;1740054;1740312;1740599;1740831;1741124;1741447	+;+;+;+;+;+;+	1449	328	141	317	353	302	511	262	109	396	337	391	378
g4634	CHR3;CHR3;CHR3;CHR3	1742288;1742288;1744690;1745058	1744624;1744570;1744998;1745189	-;-;-;-	2778	839	1529	1365	1028	1093	1266	1699	1813	1469	1397	1886	1880
g4635	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1745535;1745711;1745839;1746104;1746331;1746574;1746840	1745661;1745785;1746047;1746273;1746518;1746784;1746846	-;-;-;-;-;-;-	987	3264	2720	2038	1643	1785	3048	4011	4918	3483	5570	4400	8083
g4636	CHR3;CHR3;CHR3;CHR3	1747230;1747327;1747572;1747792	1747260;1747514;1747736;1747878	+;+;+;+	471	1645	1403	1013	1285	1065	1124	734	1082	816	1092	980	1008
g4637	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1747950;1748213;1748591;1749858;1750156;1750485;1750732	1748159;1748531;1749802;1750101;1750429;1750674;1750787	-;-;-;-;-;-;-	2505	1114	1046	892	1095	1150	928	881	1141	1026	1071	1120	1204
g4638	CHR3;CHR3;CHR3;CHR3	1751580;1751730;1752133;1752314	1751671;1752024;1752259;1752489	-;-;-;-	690	296	135	165	189	147	142	268	197	272	283	193	204
g4639	CHR3;CHR3	1753017;1753342	1753280;1753380	-;-	303	9	1	3	3	1	1	3	2	2	3	7	2
g4640	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1755712;1756186;1756482;1756696;1757013;1757599;1757968;1760098;1760897;1769750	1755893;1756421;1756630;1756953;1757434;1757905;1760034;1760678;1761425;1769812	-;-;-;-;-;-;-;-;-;-	4794	2600	5417	4564	3581	2561	4026	4398	5778	4591	4555	5626	5108
g4641	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1770459;1771107;1771313;1771654;1771992;1772288;1772582	1771045;1771259;1771594;1771933;1772225;1772494;1772620	-;-;-;-;-;-;-	1782	3170	3242	3757	3812	3300	3739	3041	3487	3654	3670	3860	4434
g4642	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1772971;1772971;1773184;1773184;1773455;1773455;1773636;1773636;1773866;1773866;1774217;1774253	1773119;1773119;1773313;1773313;1773570;1773570;1773799;1773799;1774056;1774194;1774543;1774543	-;-;-;-;-;-;-;-;-;-;-;-	1215	4600	2693	3757	4796	3556	5428	3211	2404	2963	3587	4521	4393
g4643	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1822998;1823634;1823873;1825860;1832933;1833482;1836583	1823217;1823805;1823993;1826028;1833222;1833628;1836822	-;-;-;-;-;-;-	1359	16	34	31	23	12	18	94	51	36	22	191	54
g4644	CHR3;CHR3;CHR3;CHR3	1865808;1867669;1881593;1905334	1865984;1867734;1881826;1906605	-;-;-;-	1749	79	255	183	153	102	157	192	297	184	199	319	300
g4645	CHR3;CHR3;CHR3	1923170;1923353;1923703	1923299;1923651;1924293	+;+;+	1020	263	143	180	414	98	316	257	143	113	241	193	264
g4646	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1924301;1925436;1926821;1929147;1932013;1933065;1933733;1933906;1934065;1934212	1924462;1925811;1926991;1929352;1932167;1933374;1933851;1934006;1934138;1934214	-;-;-;-;-;-;-;-;-;-	1677	464	291	316	406	214	359	401	234	376	192	633	265
g4647	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	1955277;1997701;2019945;2024560;2025034;2026450;2041007;2043911;2050330;2050808	1955495;1997786;2020027;2024977;2025400;2026629;2041145;2044077;2050628;2051018	+;+;+;+;+;+;+;+;+;+	2169	11	70	44	41	38	37	132	60	109	43	187	63
g4648	CHR3;CHR3;CHR3;CHR3	2066580;2066912;2068412;2068653	2066694;2067060;2068593;2069043	+;+;+;+	837	3599	1761	2557	4176	3275	4144	2078	1920	3287	2475	2963	3688
g4649	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2069147;2070093;2070487;2071630;2071867;2072084;2072379	2070031;2070281;2071575;2071809;2072022;2072316;2073507	-;-;-;-;-;-;-	3861	627	596	694	632	540	820	676	722	980	792	985	841
g4650	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2074320;2074320;2074757;2074757;2075031;2075031;2075303;2075303	2074677;2074704;2074971;2074971;2075245;2075245;2076722;2076722	+;+;+;+;+;+;+;+	2235	431	581	554	576	497	612	769	1330	677	728	1198	1830
g4651	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2100855;2101190;2101198;2103114;2103114;2104151;2104151;2104642;2104642;2105100;2105100	2100882;2101334;2101334;2104091;2104091;2104586;2104586;2104854;2104854;2105558;2105558	+;+;+;+;+;+;+;+;+;+;+	2259	416	529	587	344	320	404	684	924	909	548	831	476
g4652	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2111047;2112915;2113514;2113730;2115604;2120298;2123288;2124165	2111148;2113037;2113670;2114130;2115828;2120725;2123414;2124251	-;-;-;-;-;-;-;-	1650	84	298	215	174	136	160	208	264	147	203	268	495
g4653	CHR3;CHR3	2135632;2136828	2136766;2136973	-;-	1281	3469	3368	5492	5000	4173	6312	5724	5286	7201	6754	6269	7823
g4654	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2155664;2155664;2156266;2156266;2157157;2157166	2155974;2155974;2156581;2156581;2157255;2157255	-;-;-;-;-;-	726	11	107	69	46	33	35	91	97	68	59	101	207
g4655	CHR3;CHR3	2172552;2174370	2172826;2174625	-;-	531	7	11	10	4	2	14	6	13	8	9	18	9
g4656	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2186213;2186213;2186575;2186575;2187169;2187169;2187499;2187499;2187874;2188367;2188367;2189711;2189711;2189973;2189973;2190430;2190430	2186371;2186371;2186888;2186888;2187444;2187444;2187720;2187720;2187951;2188553;2188553;2189912;2189912;2190244;2190244;2190594;2190594	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1875	743	1523	1353	1349	1179	1457	1250	1605	1315	1755	1965	1896
g4657	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2191352;2192232;2192569;2192920;2193583;2194170;2195816;2196355;2196644	2192173;2192508;2192865;2193517;2194112;2195762;2196300;2196587;2196728	-;-;-;-;-;-;-;-;-	4920	1889	2572	2413	1979	2140	1934	1381	2353	1773	1770	1944	1777
g4658	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2197416;2197416;2197416;2197416;2199947;2199947;2199947;2199947;2200922;2200922;2200922;2200922;2201107;2201107;2201107;2201107;2202067;2202067;2202847;2202847;2203891;2203891;2203891;2204294;2204294;2204294;2204294;2204517;2204517;2204517;2204517;2205063;2205063;2205063;2205063	2197468;2197468;2197468;2197468;2200121;2200121;2200121;2200121;2201047;2201047;2201047;2201047;2201265;2201265;2201265;2201265;2202198;2202198;2202978;2202978;2204022;2204022;2204022;2204452;2204452;2204452;2204452;2204757;2204757;2204757;2204757;2205274;2205274;2205274;2205274	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1521	2118	2736	2877	2343	2065	2016	2375	2221	1951	2741	3219	2640
g4659	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2206131;2206131;2206425;2206425;2206773;2206773;2207180;2207180;2207441;2207441;2207723;2207723;2208233;2208777;2208777	2206352;2206352;2206714;2206714;2207067;2207067;2207386;2207386;2207662;2207662;2207941;2207941;2208541;2208869;2208869	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1857	2264	2212	2068	2377	2454	2172	1497	1723	1905	1680	1983	1570
g4660	CHR3;CHR3;CHR3	2210838;2212210;2212442	2211381;2212372;2212496	-;-;-	762	3228	8503	3671	5885	4081	2110	2545	1270	689	2187	1766	1417
g4661	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2250318;2250318;2250725;2252874;2252874;2252874;2252874;2253753;2253753;2253753;2253753;2253753;2255405;2255405;2255405;2256790;2256790;2256790;2256790;2256874;2257180;2257180;2257180;2257180;2257180;2257734;2257734;2257734;2257734;2257734;2258055;2258055;2258055;2258055;2258055;2258451;2258451;2258451;2258451;2258451;2258943;2258943;2258943;2258943;2258943;2259307;2259307;2259307;2259307;2259307;2259717;2259750;2259750;2259750;2259750;2260299;2260299;2260299;2260299;2260299	2250611;2250590;2250849;2253049;2253049;2253049;2253049;2254167;2254167;2254167;2254167;2254167;2255473;2255473;2255473;2257114;2257114;2257114;2257114;2257114;2257340;2257340;2257340;2257340;2257340;2257896;2257896;2257896;2257896;2257896;2258330;2258330;2258330;2258330;2258330;2258714;2258714;2258714;2258714;2258714;2259252;2259252;2259252;2259252;2259252;2259594;2259594;2259594;2259594;2259594;2259930;2259930;2259930;2259930;2259930;2260607;2260607;2260607;2260607;2260607	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3389	250	598	512	243	403	324	1109	1039	1343	659	1802	1049
g4662	CHR3;CHR3;CHR3;CHR3	2265355;2265581;2265705;2265993	2265519;2265648;2265933;2266196	-;-;-;-	666	700	753	566	525	495	507	830	880	727	1122	1065	1024
g4663	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2319407;2379928;2385811;2392803;2395415;2395435;2397670;2397670;2397960;2397960;2398962;2398962;2399178;2399178	2319751;2380042;2386011;2392985;2395656;2395656;2397900;2397900;2398195;2398195;2399119;2399119;2399212;2399212	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1746	158	25	133	36	40	94	29	45	53	25	65	35
g4664	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2402498;2402834;2402983;2403178;2403398;2403627	2402775;2402921;2403126;2403340;2403572;2403735	-;-;-;-;-;-	957	285	321	315	266	274	215	402	313	362	380	334	406
g4665	CHR3;CHR3	2428119;2428347	2428130;2428904	+;+	570	13	40	32	213	19	16	2	14	3	3	14	4
g4666	CHR3;CHR3	2430904;2432753	2432391;2432767	-;-	1503	3	4	2	1	2	1	2	2	10	9	1	1
g4667	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2434577;2434577;2434760;2434760;2434965;2434965;2435299;2435299;2435667;2435667	2434699;2434699;2434900;2434900;2435241;2435241;2435525;2435525;2436023;2435966	-;-;-;-;-;-;-;-;-;-	1125	2202	2398	2645	2626	2484	2643	2464	3127	3131	2847	3037	2885
g4668	CHR3;CHR3;CHR3	2436868;2437176;2437472	2437113;2437416;2437968	-;-;-	984	400	253	294	352	247	283	389	401	454	332	379	362
g4669	CHR3;CHR3;CHR3	2438850;2440087;2440361	2440023;2440291;2440754	+;+;+	1773	203	566	492	297	302	358	627	921	684	644	726	655
g4670	CHR3;CHR3	2450199;2450577	2450415;2450785	+;+	426	4255	2434	2205	2737	1553	2753	2998	3075	1500	4862	3614	3412
g4671	CHR3;CHR3	2451762;2452205	2451945;2452419	+;+	399	1321	672	573	740	521	523	926	1046	1257	1306	1124	978
g4672	CHR3	2452732	2453196	+	465	356	422	246	255	184	356	124	200	217	290	269	810
g4673	CHR3	2454577	2456094	+	1518	202	245	154	120	128	155	90	72	79	97	61	523
g4674	CHR3;CHR3	2460889;2461875	2461051;2462617	+;+	906	3300	858	1365	1687	1376	1510	2854	2995	20	4004	4584	4323
g4675	CHR3	2461781	2462617	+	837	41	1	5	4	4	0	27	3	71	12	12	22
g4676	CHR3;CHR3	2469606;2470385	2469755;2470435	+;+	201	81	44	42	43	46	48	100	120	128	169	62	63
g4677	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	2521606;2521722;2522001;2522266;2522523;2523449	2521658;2521945;2522210;2522463;2522638;2523697	+;+;+;+;+;+	1050	1294	3938	828	1337	2083	1131	1902	1002	923	1563	1611	3055
g4678	CHR3;CHR3	2699582;2704310	2699730;2704361	-;-	201	66	265	236	99	132	162	98	162	118	96	114	139
g4679	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3040788;3040788;3041531;3041531;3049989;3049989;3062053;3073981;3073981;3080630;3080630	3041336;3041336;3042027;3042027;3050129;3050129;3062094;3074280;3074280;3080831;3080831	-;-;-;-;-;-;-;-;-;-;-	1731	15	17	9	8	8	5	9	10	11	8	11	12
g4680	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3155232;3155232;3158127;3158127;3158592;3160328;3160328;3162209;3162209;3164696;3164696;3168879;3168879;3173477;3173477;3178694;3178694;3178795;3178795;3194734;3194734;3195188;3195188;3197224;3197224;3217639;3217639;3224368;3224368	3155488;3155488;3158223;3158223;3158681;3160485;3160485;3162464;3162464;3164881;3164881;3168959;3168959;3173626;3173626;3178730;3178730;3178961;3178961;3194901;3194901;3195339;3195339;3197317;3197317;3217766;3217766;3224608;3224608	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2262	44	166	102	114	123	82	102	103	88	66	175	109
g4681	CHR3;CHR3;CHR3	3254020;3254353;3255021	3254145;3254967;3255410	+;+;+	1131	5	7	3	2	4	9	3	4	6	7	7	1
g4682	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3262670;3262670;3262670;3327292;3327292;3327292;3328863;3328863;3328863;3329112;3329112;3329112;3332435;3332435;3332435;3332668;3332668;3332668;3333109;3333109;3333109;3333267;3333267;3333267;3333629;3333629;3334044;3334044;3334044;3334363;3334363;3334363;3334660;3334660;3334660;3336352;3337079;3337079;3337079	3262799;3262799;3262799;3327486;3327486;3327486;3329044;3329044;3329044;3329369;3329369;3329369;3332590;3332590;3332590;3332796;3332796;3332796;3333202;3333202;3333202;3333458;3333458;3333458;3333748;3333748;3334304;3334304;3334304;3334599;3334599;3334599;3335264;3335264;3335264;3336372;3337732;3337732;3337732	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3234	65	424	429	156	153	197	378	502	496	313	559	379
g4683	CHR3;CHR3;CHR3;CHR3;CHR3	3340744;3347693;3348268;3348585;3348961	3347088;3348210;3348526;3348902;3349194	+;+;+;+;+	7674	1006	933	990	818	845	1031	1105	1235	1353	1017	1114	926
g4684	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3351003;3351003;3351003;3351566;3351566;3351653;3352180;3352180;3352225;3356172;3356172;3356172;3356490;3356490;3356490	3351016;3351016;3351016;3351808;3351808;3351808;3352518;3352518;3352518;3356426;3356426;3356426;3356559;3356559;3356559	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	921	65557	66624	81133	68744	49426	72377	56218	76276	78789	46100	74625	54917
g4685	CHR3;CHR3;CHR3;CHR3	3405602;3409673;3409938;3417603	3406182;3409864;3410065;3417694	-;-;-;-	993	383	2022	1257	739	1038	829	917	2140	1011	2018	1334	662
g4686	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3419088;3419214;3419554;3419815;3420086;3420392;3420882;3421338;3421590;3421961;3422247	3419157;3419491;3419757;3419998;3420330;3420823;3421277;3421533;3421906;3422190;3422310	+;+;+;+;+;+;+;+;+;+;+	2616	951	950	930	843	784	900	1027	918	964	870	1115	1009
g4687	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3432394;3432394;3432394;3433050;3433050;3433050;3433265;3433265;3433265;3433501;3433501;3433501;3437368;3437368;3437368;3437946;3437946;3437946;3438213;3438213;3438213;3438847;3438847;3438847;3439372;3439372;3439372;3439722;3440590;3440590;3440590;3442510;3442510;3442510;3443184;3443184;3443742;3443742;3443742;3443888;3443888;3443888;3444127;3444127;3444127	3432523;3432523;3432523;3433201;3433201;3433201;3433438;3433438;3433438;3437310;3437310;3437310;3437889;3437889;3437889;3438154;3438154;3438154;3438792;3438792;3438792;3439315;3439315;3439315;3439568;3439568;3439568;3440429;3440770;3440770;3440770;3442626;3442626;3442626;3443327;3443327;3443832;3443832;3443832;3444067;3444067;3444067;3444313;3444313;3444313	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7851	7276	27574	24580	10799	12482	12885	19223	28119	22693	21445	27260	15978
g4688	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3448916;3448916;3449733;3449733;3450047;3450047;3450517;3450517;3451345;3451345;3452024;3452024;3454510;3454510;3454839;3454839;3455090;3455090;3455366;3455366;3456577;3456577;3457183;3457183;3457484;3457845;3458104	3449155;3449155;3449981;3449981;3450208;3450208;3450771;3450771;3451604;3451604;3454452;3454452;3454775;3454775;3455034;3455034;3455308;3455308;3456517;3456517;3457117;3457117;3457379;3457379;3457545;3458042;3458165	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6488	6544	13563	13728	9521	9607	10815	10413	13830	12609	11889	14714	12010
g4689	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3462091;3462091;3462922;3462940;3463695;3463695;3464219;3464219;3464574;3464574	3462122;3462122;3463080;3463080;3464147;3464147;3464376;3464376;3464803;3464803	+;+;+;+;+;+;+;+;+;+	1032	1271	1174	1073	1068	873	1018	955	1518	1094	1309	1361	885
g4690	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3466633;3466721;3466981;3467487;3467988;3468203;3468466	3466656;3466924;3467424;3467757;3468139;3468407;3468731	+;+;+;+;+;+;+	1566	17146	21948	15239	18724	12621	19156	16931	21245	18944	17883	17501	22933
g4691	CHR3	3471712	3473721	+	2010	3	1	2	2	2	1	3	6	1	2	4	6
g4692	CHR3	3477125	3478867	-	1743	0	3	1	0	1	1	3	0	2	1	1	1
g4693	CHR3;CHR3;CHR3;CHR3	3492903;3493045;3493274;3493457	3492983;3493211;3493396;3493553	-;-;-;-	468	5275	1573	1270	1740	2237	1509	1309	2236	1354	1849	1472	2146
g4694	CHR3;CHR3;CHR3;CHR3	3495371;3495583;3495809;3496034	3495457;3495752;3495931;3496127	-;-;-;-	474	5470	6677	5130	6914	3068	4123	2509	3720	1996	3327	3799	4578
g4695	CHR3;CHR3;CHR3	3496945;3497732;3497736	3496987;3501004;3501004	-;-;-	3316	601	1163	1022	843	758	793	1117	1525	1137	1021	1505	1129
g4696	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3504449;3504656;3504861;3505302;3505712;3506068;3506463;3506713;3507164;3507377;3507743;3510440;3512200;3512459	3504589;3504796;3505248;3505655;3506011;3506402;3506656;3507108;3507320;3507682;3510384;3512115;3512396;3512611	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7380	511	1127	1145	742	870	866	1117	1699	1334	1400	1540	1412
g4697	CHR3;CHR3;CHR3;CHR3;CHR3;CHR3	3513478;3513612;3514042;3514162;3514488;3514827	3513547;3513826;3514104;3514434;3514669;3514944	+;+;+;+;+;+	921	1143	1593	1629	1684	1587	1844	2001	2075	2015	2309	2131	2229
g4698	CHR3;CHR3	3515584;3515584	3517533;3517527	-;-	1950	4	7	4	19	10	0	4	3	4	1	3	1
